Amps
Abamperes,10,0
Amperes,1,0
Cgs. units of current,1,0
E.M. cgs. units of surface charge density,10,0
Mks. units of current,1,0
Coulombs/sec,1,0
Faradays,96517.08,0
Statamperes,3.335635E-10,0
