Time
Days (mean solar),1,0
Days (sidereal),0.99726957,0
Hours (mean solar),0.0416666,0
Hours (sidereal),0.4155289,0
Minutes (mean solar),0.00069444,0
Minutes (sidereal),0.00069254831,0
Months (lunar),29.53058,0
Months (mean calendar),30.4166,0
Seconds (mean solar),0.000011542472,0
Seconds (sidereal),0.000011542472,0
Weeks (mean calendar),7,0
Years (calendar),365,0
Years (leap),366,0
Years (sidereal),365.25636,0
Years (tropical),365.242,0
